shipment_id,origin,destination,carrier,shipment_date,expected_delivery,actual_delivery,status,priority,delay_hours,reason,shipment_mode,cargo_type,weight_kg,distance_km,weather_condition,customs_status,port_congestion,carrier_performance_score,customer_impact,exception_type
SHP-1923,Ahmedabad,Frankfurt,UPS,2026-04-10,2026-04-13,2026-04-13,Delivered,Normal,0,On schedule,Sea,Machinery,3160.61,9496,Clear,Cleared,Low,97.4,None,NONE
SHP-1924,Delhi,Frankfurt,Carrier-X,2026-03-16,2026-03-25,2026-03-25,Delivered,High,0,On schedule,Road,Textiles,157.53,10537,Clear,Cleared,Low,80.2,None,NONE
SHP-1925,Kolkata,Paris,BlueDart,2026-01-06,2026-01-15,2026-01-15,Delivered,High,0,On schedule,Rail,Chemicals,4948.5,6448,Clear,Cleared,Low,94.6,None,NONE
SHP-1926,Bengaluru,Tokyo,UPS,2026-04-12,2026-04-20,2026-04-24,Exception,Normal,97,Missorted shipment,Air,Electronics,2754.85,6067,Rain,Under Review,Low,87.3,High,MISROUTED_SHIPMENT
SHP-1927,Pune,Paris,Maersk,2026-04-03,2026-04-12,2026-04-12,Delayed,Normal,23,Weather disruption,Road,Chemicals,3786.57,4990,Extreme Heat,Under Review,Low,90.5,Medium,MINOR_DELAY
SHP-1928,Ahmedabad,London,FedEx,2026-01-01,2026-01-10,2026-01-10,Delivered,Normal,0,On schedule,Rail,Textiles,3284.39,11496,Clear,Cleared,Low,94.0,None,NONE
SHP-1929,Pune,Paris,Carrier-X,2026-04-16,2026-04-21,2026-04-21,Delivered,Normal,0,On schedule,Rail,Automotive,701.47,10456,Clear,Cleared,Low,76.6,None,NONE
SHP-1930,Delhi,Paris,UPS,2026-03-25,2026-04-03,2026-04-03,Delivered,Normal,0,On schedule,Rail,Electronics,3424.97,6366,Clear,Cleared,Low,56.0,None,NONE
SHP-1931,Pune,Amsterdam,UPS,2026-02-11,2026-02-17,2026-02-19,Delayed,Normal,54,Carrier delay,Sea,Chemicals,333.42,806,Rain,Cleared,High,63.9,High,DELIVERY_DELAY
SHP-1932,Ahmedabad,Sydney,FedEx,2026-07-23,2026-07-26,2026-07-26,Delivered,Normal,0,On schedule,Rail,Pharmaceuticals,4020.4,14027,Clear,Cleared,Low,69.2,None,NONE
SHP-1933,Bengaluru,Frankfurt,BlueDart,2026-07-11,2026-07-21,2026-07-24,Delayed,Low,90,Mechanical issue,Air,Electronics,613.7,13023,Storm,Cleared,High,81.1,High,DELIVERY_DELAY
SHP-1934,Mumbai,Sydney,BlueDart,2026-07-27,2026-08-06,2026-08-08,Delayed,Normal,57,Weather disruption,Air,Textiles,3150.05,7509,Extreme Heat,Cleared,Medium,73.4,Medium,WEATHER_DISRUPTION
SHP-1935,Delhi,Singapore,FedEx,2026-07-31,2026-08-07,2026-08-09,Delayed,Normal,58,Customs clearance,Road,Chemicals,718.33,4282,Extreme Heat,Pending,Medium,89.2,Medium,CUSTOMS_DELAY
SHP-1936,Chennai,New York,DHL,2026-06-27,2026-07-03,2026-07-06,Delayed,Low,72,Carrier delay,Road,Machinery,3449.08,5717,Storm,Cleared,Medium,88.9,Medium,CARRIER_DELAY
SHP-1937,Hyderabad,Paris,Maersk,2026-02-05,2026-02-10,2026-02-10,Delivered,Normal,0,On schedule,Air,Chemicals,4402.05,9533,Clear,Cleared,Low,70.6,None,NONE
SHP-1938,Hyderabad,New York,Carrier-X,2026-06-12,2026-06-18,2026-06-20,Delayed,Normal,61,Carrier delay,Sea,Food,3187.44,758,Extreme Heat,Cleared,High,91.6,Medium,DELIVERY_DELAY
SHP-1939,Hyderabad,London,UPS,2026-04-04,2026-04-14,2026-04-17,Delayed,High,90,Mechanical issue,Air,Textiles,1578.34,6433,Rain,Cleared,High,71.3,High,DELIVERY_DELAY
SHP-1940,Ahmedabad,London,UPS,2026-05-04,2026-05-07,2026-05-07,Delivered,High,0,On schedule,Rail,Pharmaceuticals,1718.41,5367,Clear,Cleared,Low,63.9,None,NONE
SHP-1941,Bengaluru,New York,UPS,2026-02-20,2026-02-22,2026-02-22,Delivered,Normal,0,On schedule,Air,Machinery,4201.49,14156,Clear,Cleared,Low,90.2,None,NONE
SHP-1942,Chennai,Frankfurt,Maersk,2026-06-10,2026-06-13,2026-06-13,Delivered,Low,0,On schedule,Air,Automotive,1364.65,9061,Clear,Cleared,Low,91.4,None,NONE
SHP-1943,Delhi,Dubai,BlueDart,2026-03-07,2026-03-12,2026-03-12,Delivered,High,0,On schedule,Sea,Pharmaceuticals,1149.42,12053,Clear,Cleared,Low,74.6,None,NONE
SHP-1944,Mumbai,Paris,Maersk,2026-07-10,2026-07-15,2026-07-15,Delayed,Normal,12,Weather disruption,Road,Electronics,1145.66,9895,Storm,Cleared,Medium,87.8,Medium,WEATHER_DISRUPTION
SHP-1945,Ahmedabad,Sydney,DHL,2026-07-22,2026-07-25,2026-07-25,Delivered,Normal,0,On schedule,Air,Textiles,2215.07,8099,Clear,Cleared,Low,63.5,None,NONE
SHP-1946,Chennai,Paris,BlueDart,2026-01-03,2026-01-12,2026-01-12,Delayed,Normal,15,Weather disruption,Road,Food,4961.27,4424,Fog,Cleared,Low,87.4,High,WEATHER_DISRUPTION
SHP-1947,Hyderabad,Sydney,Carrier-X,2026-05-10,2026-05-16,2026-05-16,Delivered,Normal,0,On schedule,Sea,Textiles,1328.36,9019,Clear,Cleared,Low,65.7,None,NONE
SHP-1948,Hyderabad,Amsterdam,UPS,2026-04-23,2026-05-03,2026-05-03,Delayed,Normal,23,Customs clearance,Road,Machinery,2357.83,2972,Storm,Pending,Low,62.7,High,CUSTOMS_DELAY
SHP-1949,Pune,New York,DHL,2026-06-13,2026-06-19,2026-06-19,Delayed,High,20,Weather disruption,Rail,Textiles,2513.88,5543,Storm,Cleared,Low,88.0,Medium,WEATHER_DISRUPTION
SHP-1950,Ahmedabad,Singapore,Carrier-X,2026-02-23,2026-02-27,2026-02-27,Delivered,Normal,0,On schedule,Road,Food,967.6,6791,Clear,Cleared,Low,88.8,None,NONE
SHP-1951,Bengaluru,Paris,Carrier-X,2026-05-13,2026-05-19,2026-05-19,Delayed,Critical,15,Weather disruption,Sea,Textiles,1860.25,5317,Extreme Heat,Cleared,Medium,69.4,Medium,MINOR_DELAY
SHP-1952,Kolkata,Toronto,BlueDart,2026-05-25,2026-06-02,2026-06-02,Delivered,Normal,0,On schedule,Road,Automotive,285.98,6997,Clear,Cleared,Low,70.2,None,NONE
SHP-1953,Bengaluru,Sydney,Maersk,2026-06-30,2026-07-08,2026-07-08,Delayed,Normal,10,Documentation issue,Air,Chemicals,1635.17,9474,Extreme Heat,Cleared,Medium,86.8,Medium,MINOR_DELAY
SHP-1954,Chennai,Paris,UPS,2026-03-12,2026-03-19,2026-03-19,Delivered,Normal,0,On schedule,Rail,Chemicals,3617.02,12117,Clear,Cleared,Low,80.5,None,NONE
SHP-1955,Mumbai,Tokyo,Carrier-X,2026-03-13,2026-03-20,2026-03-20,Delayed,Critical,3,Carrier delay,Rail,Pharmaceuticals,2196.24,4956,Fog,Under Review,Medium,59.8,Low,MINOR_DELAY
SHP-1956,Bengaluru,Singapore,Maersk,2026-02-08,2026-02-18,2026-02-18,Delayed,High,20,Carrier delay,Rail,Chemicals,3816.31,4571,Storm,Under Review,Low,78.9,Low,MINOR_DELAY
SHP-1957,Hyderabad,Dubai,FedEx,2026-07-21,2026-07-26,2026-07-28,Delayed,High,70,Mechanical issue,Air,Chemicals,2309.41,5756,Extreme Heat,Cleared,High,63.6,Medium,DELIVERY_DELAY
SHP-1958,Hyderabad,New York,UPS,2026-01-31,2026-02-09,2026-02-09,Delivered,Normal,0,On schedule,Air,Pharmaceuticals,3992.5,13926,Clear,Cleared,Low,77.7,None,NONE
SHP-1959,Kolkata,Dubai,UPS,2026-05-10,2026-05-20,2026-05-20,Delivered,High,0,On schedule,Rail,Electronics,2465.13,9717,Clear,Cleared,Low,69.4,None,NONE
SHP-1960,Delhi,Singapore,UPS,2026-07-19,2026-07-29,2026-07-29,Delivered,Normal,0,On schedule,Air,Food,4233.03,1737,Clear,Cleared,Low,79.7,None,NONE
SHP-1961,Ahmedabad,Paris,Carrier-X,2026-01-19,2026-01-25,2026-01-25,Delivered,High,0,On schedule,Sea,Chemicals,2333.92,14871,Clear,Cleared,Low,92.9,None,NONE
SHP-1962,Bengaluru,Toronto,DHL,2026-05-28,2026-06-05,2026-06-05,Delayed,Normal,15,Carrier delay,Sea,Machinery,104.17,3990,Fog,Under Review,Low,68.9,Medium,MINOR_DELAY
SHP-1963,Bengaluru,New York,FedEx,2026-04-28,2026-05-05,2026-05-05,Delivered,High,0,On schedule,Road,Food,4467.29,12012,Clear,Cleared,Low,92.3,None,NONE
SHP-1964,Bengaluru,Frankfurt,FedEx,2026-02-16,2026-02-21,2026-02-21,Delayed,Normal,3,Carrier delay,Sea,Textiles,3294.25,3604,Storm,Cleared,Medium,68.0,Medium,MINOR_DELAY
SHP-1965,Pune,New York,FedEx,2026-04-01,2026-04-10,2026-04-12,Delayed,Low,66,Carrier delay,Sea,Chemicals,4338.99,14295,Clear,Cleared,Medium,86.8,Medium,CARRIER_DELAY
SHP-1966,Pune,Dubai,BlueDart,2026-02-20,2026-02-23,2026-02-23,Delivered,Normal,0,On schedule,Rail,Automotive,473.33,3168,Clear,Cleared,Low,76.8,None,NONE
SHP-1967,Delhi,London,FedEx,2026-07-09,2026-07-16,2026-07-18,Delayed,Normal,64,Mechanical issue,Air,Automotive,2395.11,8635,Fog,Cleared,Medium,59.8,Medium,DELIVERY_DELAY
SHP-1968,Ahmedabad,Dubai,DHL,2026-04-18,2026-04-26,2026-04-27,Delayed,Normal,30,Weather disruption,Rail,Chemicals,4730.24,10982,Storm,Cleared,Medium,67.9,High,WEATHER_DISRUPTION
SHP-1969,Delhi,Tokyo,BlueDart,2026-07-06,2026-07-10,2026-07-10,Delivered,Normal,0,On schedule,Air,Textiles,4238.6,3205,Clear,Cleared,Low,79.3,None,NONE
SHP-1970,Bengaluru,Amsterdam,FedEx,2026-05-01,2026-05-06,2026-05-06,Delivered,High,0,On schedule,Sea,Machinery,4333.06,11129,Clear,Cleared,Low,67.6,None,NONE
SHP-1971,Pune,London,BlueDart,2026-05-13,2026-05-18,2026-05-19,Delayed,Critical,47,Mechanical issue,Sea,Pharmaceuticals,1537.26,10545,Extreme Heat,Cleared,Medium,71.0,Medium,DELIVERY_DELAY
SHP-1972,Hyderabad,Paris,Maersk,2026-01-07,2026-01-17,2026-01-17,Delayed,Normal,14,Carrier delay,Air,Chemicals,1891.41,10105,Clear,Cleared,Medium,86.1,Medium,CARRIER_DELAY
SHP-1973,Bengaluru,London,DHL,2026-02-27,2026-03-09,2026-03-10,Exception,Low,38,Missorted shipment,Air,Textiles,2207.67,14339,Extreme Heat,Under Review,Medium,80.9,High,MISROUTED_SHIPMENT
SHP-1974,Mumbai,New York,BlueDart,2026-02-02,2026-02-07,2026-02-07,Delayed,Normal,21,Weather disruption,Rail,Textiles,637.91,8733,Fog,Under Review,Medium,60.6,Low,MINOR_DELAY
SHP-1975,Bengaluru,Frankfurt,Carrier-X,2026-01-25,2026-01-28,2026-01-28,Delivered,High,0,On schedule,Air,Machinery,1256.4,4406,Clear,Cleared,Low,62.9,None,NONE
SHP-1976,Hyderabad,Toronto,Carrier-X,2026-06-01,2026-06-03,2026-06-03,Delayed,Normal,10,Carrier delay,Rail,Machinery,3742.2,13403,Rain,Under Review,Medium,71.6,Medium,MINOR_DELAY
SHP-1977,Mumbai,Frankfurt,FedEx,2026-06-12,2026-06-21,2026-06-21,Delayed,Low,22,Customs clearance,Air,Pharmaceuticals,2424.39,5934,Clear,Pending,Medium,63.1,High,CUSTOMS_DELAY
SHP-1978,Pune,Sydney,FedEx,2026-03-09,2026-03-15,2026-03-15,Delivered,Normal,0,On schedule,Rail,Food,3280.75,8729,Clear,Cleared,Low,94.7,None,NONE
SHP-1979,Kolkata,London,Maersk,2026-05-05,2026-05-08,2026-05-08,Delivered,High,0,On schedule,Road,Chemicals,3343.38,5909,Clear,Cleared,Low,87.8,None,NONE
SHP-1980,Hyderabad,Singapore,Maersk,2026-01-07,2026-01-12,2026-01-12,Delivered,Critical,0,On schedule,Rail,Machinery,4875.69,13899,Clear,Cleared,Low,59.8,None,NONE
SHP-1981,Hyderabad,London,Maersk,2026-04-22,2026-04-27,2026-04-30,Delayed,Normal,76,Port congestion,Road,Automotive,717.13,11450,Fog,Under Review,High,64.5,Medium,PORT_CONGESTION
SHP-1982,Mumbai,Frankfurt,Carrier-X,2026-06-03,2026-06-07,2026-06-07,Delayed,High,18,Weather disruption,Road,Food,1878.62,1940,Fog,Under Review,Low,84.3,Low,MINOR_DELAY
SHP-1983,Chennai,London,UPS,2026-02-21,2026-03-01,2026-03-03,Delayed,Normal,63,Port congestion,Rail,Chemicals,4469.79,7967,Fog,Under Review,High,68.8,High,PORT_CONGESTION
SHP-1984,Hyderabad,Dubai,DHL,2026-05-23,2026-05-26,2026-05-26,Delivered,High,0,On schedule,Road,Machinery,305.52,7023,Clear,Cleared,Low,61.0,None,NONE
SHP-1985,Ahmedabad,London,FedEx,2026-02-10,2026-02-15,2026-02-15,Delivered,Normal,0,On schedule,Rail,Chemicals,1250.38,6041,Clear,Cleared,Low,58.0,None,NONE
SHP-1986,Hyderabad,London,BlueDart,2026-07-09,2026-07-12,2026-07-14,Delayed,Normal,50,Mechanical issue,Air,Machinery,2607.9,8889,Clear,Under Review,High,59.4,Medium,DELIVERY_DELAY
SHP-1987,Ahmedabad,Frankfurt,Carrier-X,2026-07-30,2026-08-07,2026-08-10,Delayed,Normal,82,Carrier delay,Rail,Textiles,4191.51,4485,Clear,Under Review,High,59.9,Medium,DELIVERY_DELAY
SHP-1988,Ahmedabad,Tokyo,UPS,2026-06-27,2026-07-03,2026-07-03,Delivered,High,0,On schedule,Sea,Machinery,1130.92,1988,Clear,Cleared,Low,58.8,None,NONE
SHP-1989,Kolkata,Frankfurt,Carrier-X,2026-06-29,2026-07-02,2026-07-02,Delivered,Critical,0,On schedule,Rail,Chemicals,4327.18,4890,Clear,Cleared,Low,91.2,None,NONE
SHP-1990,Hyderabad,New York,Carrier-X,2026-06-20,2026-06-25,2026-06-26,Exception,High,34,Missorted shipment,Road,Automotive,2933.06,3927,Extreme Heat,Cleared,Low,80.4,High,MISROUTED_SHIPMENT
SHP-1991,Hyderabad,Singapore,Carrier-X,2026-06-05,2026-06-15,2026-06-15,Delivered,High,0,On schedule,Rail,Food,4353.26,11237,Clear,Cleared,Low,71.5,None,NONE
SHP-1992,Delhi,Paris,Carrier-X,2026-01-25,2026-02-01,2026-02-02,Delayed,Normal,35,Customs clearance,Air,Food,3238.97,7512,Clear,Pending,Medium,91.6,High,CUSTOMS_DELAY
SHP-1993,Mumbai,Tokyo,Carrier-X,2026-01-07,2026-01-14,2026-01-14,Delivered,Normal,0,On schedule,Rail,Machinery,503.03,7052,Clear,Cleared,Low,89.5,None,NONE
SHP-1994,Ahmedabad,New York,Maersk,2026-03-05,2026-03-09,2026-03-10,Delayed,Normal,32,Customs clearance,Road,Textiles,1054.81,12928,Storm,Pending,High,92.1,High,CUSTOMS_DELAY
SHP-1995,Kolkata,Tokyo,Maersk,2026-05-08,2026-05-18,2026-05-18,Delivered,High,0,On schedule,Sea,Chemicals,3701.9,14000,Clear,Cleared,Low,96.5,None,NONE
SHP-1996,Kolkata,New York,DHL,2026-04-14,2026-04-18,2026-04-18,Delivered,Normal,0,On schedule,Air,Machinery,3785.26,3612,Clear,Cleared,Low,66.4,None,NONE
SHP-1997,Ahmedabad,Toronto,Maersk,2026-07-13,2026-07-15,2026-07-15,Delivered,Normal,0,On schedule,Rail,Textiles,566.29,9832,Clear,Cleared,Low,68.4,None,NONE
SHP-1998,Hyderabad,Amsterdam,UPS,2026-06-08,2026-06-11,2026-06-11,Delivered,High,0,On schedule,Sea,Automotive,3561.21,14667,Clear,Cleared,Low,83.5,None,NONE
SHP-1999,Hyderabad,London,Carrier-X,2026-04-01,2026-04-06,2026-04-07,Delayed,Normal,25,Port congestion,Road,Food,2218.25,968,Storm,Cleared,High,65.6,High,PORT_CONGESTION
SHP-2000,Bengaluru,New York,DHL,2026-08-02,2026-08-07,2026-08-07,Delivered,High,0,On schedule,Rail,Pharmaceuticals,2207.38,13596,Clear,Cleared,Low,64.3,None,NONE
SHP-2001,Mumbai,New York,FedEx,2026-06-06,2026-06-16,2026-06-16,Delivered,Normal,0,On schedule,Air,Chemicals,2760.62,9607,Clear,Cleared,Low,63.3,None,NONE
SHP-2002,Bengaluru,Amsterdam,UPS,2026-05-28,2026-06-03,2026-06-07,Exception,High,119,Damaged cargo,Rail,Machinery,2162.26,6272,Storm,Cleared,Medium,93.7,High,DAMAGED_CARGO
SHP-2003,Chennai,Toronto,UPS,2026-06-27,2026-07-07,2026-07-09,Delayed,Normal,52,Weather disruption,Road,Electronics,3544.69,9071,Storm,Cleared,Low,68.5,Medium,WEATHER_DISRUPTION
SHP-2004,Chennai,Toronto,Carrier-X,2026-03-10,2026-03-19,2026-03-19,Delivered,Normal,0,On schedule,Sea,Automotive,2490.69,7446,Clear,Cleared,Low,57.8,None,NONE
SHP-2005,Bengaluru,Dubai,UPS,2026-06-16,2026-06-20,2026-06-20,Delivered,Low,0,On schedule,Rail,Food,328.25,6106,Clear,Cleared,Low,57.8,None,NONE
SHP-2006,Hyderabad,Paris,Maersk,2026-06-03,2026-06-09,2026-06-10,Delayed,Normal,41,Mechanical issue,Air,Machinery,1659.36,9636,Fog,Under Review,High,89.3,Medium,DELIVERY_DELAY
SHP-2007,Pune,London,UPS,2026-01-02,2026-01-09,2026-01-09,Delivered,Critical,0,On schedule,Road,Chemicals,2941.36,12991,Clear,Cleared,Low,97.0,None,NONE
SHP-2008,Delhi,Amsterdam,BlueDart,2026-02-19,2026-02-22,2026-02-22,Delayed,Normal,7,Carrier delay,Sea,Machinery,479.87,6911,Storm,Under Review,Low,79.7,Low,MINOR_DELAY
SHP-2009,Pune,Tokyo,BlueDart,2026-08-05,2026-08-12,2026-08-12,Delivered,Normal,0,On schedule,Rail,Pharmaceuticals,895.28,7351,Clear,Cleared,Low,92.8,None,NONE
SHP-2010,Ahmedabad,Singapore,FedEx,2026-02-21,2026-02-24,2026-02-28,Exception,Normal,105,Missorted shipment,Road,Automotive,2624.1,634,Extreme Heat,Cleared,Medium,92.8,High,MISROUTED_SHIPMENT
SHP-2011,Mumbai,Amsterdam,DHL,2026-02-13,2026-02-19,2026-02-20,Exception,Low,25,Missorted shipment,Road,Electronics,147.99,9607,Extreme Heat,Cleared,Medium,79.2,High,MISROUTED_SHIPMENT
SHP-2012,Delhi,London,FedEx,2026-05-18,2026-05-22,2026-05-22,Delivered,Normal,0,On schedule,Rail,Pharmaceuticals,3002.59,9704,Clear,Cleared,Low,62.6,None,NONE
SHP-2013,Ahmedabad,London,UPS,2026-07-29,2026-08-02,2026-08-02,Delayed,Normal,19,Carrier delay,Sea,Chemicals,2954.63,3042,Storm,Under Review,Low,93.7,Medium,MINOR_DELAY
SHP-2014,Ahmedabad,Frankfurt,UPS,2026-03-28,2026-04-07,2026-04-10,Delayed,Critical,82,Port congestion,Sea,Food,336.66,4334,Clear,Under Review,High,70.7,High,PORT_CONGESTION
SHP-2015,Chennai,Sydney,FedEx,2026-04-02,2026-04-12,2026-04-15,Exception,Low,85,Missorted shipment,Rail,Electronics,2819.35,11804,Storm,Cleared,Low,77.9,High,MISROUTED_SHIPMENT
SHP-2016,Pune,Amsterdam,Carrier-X,2026-03-24,2026-04-01,2026-04-02,Delayed,Normal,30,Customs clearance,Sea,Textiles,421.12,690,Extreme Heat,Pending,Medium,76.1,High,CUSTOMS_DELAY
SHP-2017,Kolkata,Amsterdam,BlueDart,2026-05-08,2026-05-13,2026-05-15,Delayed,Critical,61,Customs clearance,Rail,Textiles,4734.43,5331,Clear,Pending,High,93.4,Medium,CUSTOMS_DELAY
SHP-2018,Bengaluru,Toronto,Carrier-X,2026-01-08,2026-01-13,2026-01-13,Delivered,Low,0,On schedule,Air,Food,1765.31,9110,Clear,Cleared,Low,57.3,None,NONE
SHP-2019,Pune,Amsterdam,UPS,2026-04-05,2026-04-10,2026-04-10,Delivered,High,0,On schedule,Sea,Food,502.27,3342,Clear,Cleared,Low,93.4,None,NONE
SHP-2020,Kolkata,Singapore,Carrier-X,2026-02-22,2026-02-27,2026-02-27,Delayed,Normal,3,Documentation issue,Sea,Automotive,3301.38,13920,Clear,Cleared,Medium,69.2,Low,MINOR_DELAY
SHP-2021,Bengaluru,Tokyo,FedEx,2026-04-13,2026-04-18,2026-04-18,Delivered,Low,0,On schedule,Road,Chemicals,3112.6,4530,Clear,Cleared,Low,92.9,None,NONE
SHP-2022,Pune,Paris,Carrier-X,2026-06-17,2026-06-19,2026-06-19,Delivered,High,0,On schedule,Road,Pharmaceuticals,2085.28,7077,Clear,Cleared,Low,71.2,None,NONE
SHP-2023,Chennai,Sydney,Maersk,2026-06-27,2026-07-01,2026-07-04,Delayed,Normal,81,Carrier delay,Air,Machinery,4512.06,8304,Clear,Cleared,Medium,57.9,Medium,DELIVERY_DELAY
SHP-2024,Kolkata,London,Carrier-X,2026-07-03,2026-07-13,2026-07-13,Delivered,Critical,0,On schedule,Road,Machinery,1439.33,14316,Clear,Cleared,Low,79.5,None,NONE
SHP-2025,Delhi,Singapore,BlueDart,2026-05-23,2026-06-02,2026-06-02,Delivered,High,0,On schedule,Sea,Electronics,4977.84,7983,Clear,Cleared,Low,75.6,None,NONE
SHP-2026,Delhi,Frankfurt,DHL,2026-01-22,2026-01-31,2026-02-01,Delayed,High,27,Customs clearance,Rail,Pharmaceuticals,3694.35,7542,Storm,Pending,High,80.7,High,CUSTOMS_DELAY
SHP-2027,Mumbai,Amsterdam,FedEx,2026-03-23,2026-03-27,2026-03-27,Delivered,Low,0,On schedule,Sea,Machinery,1713.32,4409,Clear,Cleared,Low,94.6,None,NONE
SHP-2028,Kolkata,Sydney,FedEx,2026-04-08,2026-04-11,2026-04-11,Delivered,Normal,0,On schedule,Air,Automotive,1133.93,10576,Clear,Cleared,Low,63.4,None,NONE
SHP-2029,Ahmedabad,Dubai,BlueDart,2026-03-04,2026-03-08,2026-03-08,Delivered,Normal,0,On schedule,Air,Chemicals,725.38,5502,Clear,Cleared,Low,57.4,None,NONE
SHP-2030,Delhi,Tokyo,UPS,2026-07-04,2026-07-09,2026-07-11,Delayed,Normal,59,Port congestion,Air,Food,39.45,356,Clear,Cleared,High,79.2,Medium,PORT_CONGESTION
SHP-2031,Pune,Paris,DHL,2026-06-10,2026-06-18,2026-06-18,Delayed,Low,2,Weather disruption,Sea,Chemicals,2253.86,12556,Fog,Under Review,Medium,65.2,Medium,MINOR_DELAY
SHP-2032,Ahmedabad,Paris,Maersk,2026-04-27,2026-05-03,2026-05-05,Delayed,Normal,68,Carrier delay,Road,Machinery,3189.1,3156,Rain,Cleared,Low,96.4,High,CARRIER_DELAY
SHP-2033,Pune,New York,FedEx,2026-01-06,2026-01-08,2026-01-08,Delivered,Normal,0,On schedule,Road,Machinery,2305.06,11943,Clear,Cleared,Low,92.8,None,NONE
SHP-2034,Chennai,Tokyo,FedEx,2026-04-14,2026-04-23,2026-04-23,Delivered,Normal,0,On schedule,Road,Pharmaceuticals,2225.03,6664,Clear,Cleared,Low,74.9,None,NONE
SHP-2035,Kolkata,Toronto,Carrier-X,2026-07-05,2026-07-10,2026-07-10,Delivered,Normal,0,On schedule,Rail,Pharmaceuticals,2846.25,14613,Clear,Cleared,Low,86.4,None,NONE
SHP-2036,Kolkata,Sydney,UPS,2026-06-14,2026-06-23,2026-06-23,Delivered,Normal,0,On schedule,Rail,Textiles,552.16,10986,Clear,Cleared,Low,74.4,None,NONE
SHP-2037,Pune,Dubai,FedEx,2026-05-22,2026-05-30,2026-05-30,Delayed,High,18,Documentation issue,Sea,Textiles,2841.29,3123,Rain,Under Review,Low,66.8,Low,MINOR_DELAY
SHP-2038,Bengaluru,Tokyo,UPS,2026-04-16,2026-04-20,2026-04-20,Delivered,Normal,0,On schedule,Sea,Pharmaceuticals,3815.48,8273,Clear,Cleared,Low,68.6,None,NONE
SHP-2039,Mumbai,Singapore,DHL,2026-01-03,2026-01-08,2026-01-09,Delayed,High,29,Weather disruption,Air,Electronics,3720.49,3789,Extreme Heat,Cleared,Medium,68.2,Medium,WEATHER_DISRUPTION
SHP-2040,Delhi,Toronto,UPS,2026-08-01,2026-08-05,2026-08-05,Delivered,Normal,0,On schedule,Road,Food,1455.81,1962,Clear,Cleared,Low,89.5,None,NONE
SHP-2041,Bengaluru,London,FedEx,2026-05-17,2026-05-27,2026-05-27,Delivered,High,0,On schedule,Rail,Electronics,2766.08,7993,Clear,Cleared,Low,85.1,None,NONE
SHP-2042,Hyderabad,Frankfurt,DHL,2026-01-25,2026-02-02,2026-02-02,Delivered,High,0,On schedule,Sea,Automotive,2369.34,8113,Clear,Cleared,Low,62.3,None,NONE
SHP-2043,Mumbai,Paris,Carrier-X,2026-05-30,2026-06-01,2026-06-01,Delivered,Normal,0,On schedule,Road,Automotive,4851.78,11306,Clear,Cleared,Low,79.4,None,NONE
SHP-2044,Kolkata,Singapore,Maersk,2026-02-04,2026-02-11,2026-02-12,Delayed,Normal,43,Carrier delay,Air,Pharmaceuticals,3018.03,13396,Clear,Under Review,High,76.3,Medium,DELIVERY_DELAY
SHP-2045,Pune,London,Maersk,2026-05-12,2026-05-18,2026-05-18,Delayed,Normal,2,Documentation issue,Road,Pharmaceuticals,1322.94,7393,Rain,Cleared,Low,69.5,Medium,MINOR_DELAY
SHP-2046,Hyderabad,Sydney,Carrier-X,2026-05-22,2026-05-27,2026-05-27,Delayed,Low,11,Carrier delay,Air,Textiles,4523.63,6526,Extreme Heat,Cleared,Medium,71.7,Medium,CARRIER_DELAY
SHP-2047,Hyderabad,Tokyo,Maersk,2026-05-12,2026-05-18,2026-05-19,Delayed,High,38,Customs clearance,Road,Chemicals,2766.39,8308,Storm,Pending,Low,67.1,High,CUSTOMS_DELAY
SHP-2048,Delhi,Sydney,Carrier-X,2026-06-20,2026-06-25,2026-06-25,Delayed,High,15,Weather disruption,Air,Chemicals,381.33,6417,Storm,Cleared,Low,57.8,Medium,WEATHER_DISRUPTION
SHP-2049,Chennai,Singapore,DHL,2026-01-04,2026-01-07,2026-01-07,Delivered,High,0,On schedule,Air,Machinery,789.66,10558,Clear,Cleared,Low,96.5,None,NONE
SHP-2050,Ahmedabad,Toronto,Carrier-X,2026-02-01,2026-02-04,2026-02-04,Delivered,Low,0,On schedule,Air,Food,936.02,12067,Clear,Cleared,Low,95.9,None,NONE
SHP-2051,Mumbai,Tokyo,Carrier-X,2026-01-13,2026-01-23,2026-01-23,Delivered,High,0,On schedule,Sea,Pharmaceuticals,971.27,13694,Clear,Cleared,Low,63.5,None,NONE
SHP-2052,Ahmedabad,Paris,Carrier-X,2026-03-15,2026-03-20,2026-03-20,Delayed,High,3,Documentation issue,Sea,Automotive,1323.68,14688,Rain,Cleared,Low,78.3,Low,MINOR_DELAY
SHP-2053,Chennai,Singapore,Carrier-X,2026-02-17,2026-02-23,2026-02-24,Delayed,High,26,Customs clearance,Air,Pharmaceuticals,3011.75,8601,Fog,Pending,Medium,82.5,Medium,CUSTOMS_DELAY
SHP-2054,Chennai,Tokyo,Maersk,2026-03-03,2026-03-06,2026-03-06,Delayed,Normal,23,Documentation issue,Road,Machinery,2474.68,12308,Clear,Cleared,Low,57.6,Medium,MINOR_DELAY
SHP-2055,Pune,Singapore,Carrier-X,2026-07-10,2026-07-17,2026-07-17,Delivered,High,0,On schedule,Rail,Electronics,3493.4,10220,Clear,Cleared,Low,84.2,None,NONE
